Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606775947,FE80::718B:908D:5AF7:3D8B,0,FF02::1:FF22:74BA,0,58,72,0,1,0,1606775947454;,72;,1;
1606775948,FE80::718B:908D:5AF7:3D8B,0,FF02::1:FF22:74BA,0,58,72,0,1,0,1606775948682;,72;,1;
1606775949,FE80::718B:908D:5AF7:3D8B,0,FF02::1:FF22:74BA,0,58,72,0,1,0,1606775949298;,72;,1;
1606775949,192.168.1.74,59438,54.149.94.178,443,6,136,96,2,1,1606775949920;1606775949959;1606775949999;,96;96;40;,1;2;1;
1606775949,192.168.1.74,59442,54.149.94.178,443,6,136,96,2,1,1606775949921;1606775949959;1606775949999;,96;96;40;,1;2;1;
1606775949,2600:1700:7C08:3440:34D8:DB21:F0CD:C26E,52115,2607:F8B0:4007:804::200A,443,17,26998,222,21,3,1606775949926;1606775949927;1606775949927;1606775949927;1606775949927;1606775949927;1606775949927;1606775949927;1606775949927;1606775949927;1606775949927;1606775949928;1606775949928;1606775949928;1606775949928;1606775949928;1606775949928;1606775949928;1606775949928;1606775949928;1606775949934;1606775949934;1606775949937;1606775949937;,1373;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;1378;739;76;73;82;73;,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;
1606775950,192.168.1.74,57632,162.254.195.67,27018,17,112,0,1,0,1606775950126;,112;,1;
1606775950,FE80::718B:908D:5AF7:3D8B,0,FF02::1:FF22:74BA,0,58,72,0,1,0,1606775950219;,72;,1;
1606775950,2600:1700:7C08:3440:34D8:DB21:F0CD:C26E,58560,2607:F8B0:4007:816::200E,443,17,1571,148,3,2,1606775950942;1606775950942;1606775950951;1606775950977;1606775950980;,1374;116;75;73;81;,1;1;2;2;1;
1606775951,192.168.1.74,59305,192.168.1.111,8009,6,190,150,2,1,1606775951023;1606775951035;1606775951083;,150;150;40;,1;2;1;
1606775951,2600:1700:7C08:3440:34D8:DB21:F0CD:C26E,58560,2607:F8B0:4007:816::200E,443,17,245,826,3,5,1606775951026;1606775951026;1606775951026;1606775951026;1606775951026;1606775951026;1606775951052;1606775951059;,128;426;82;117;83;81;81;73;,2;2;2;2;1;1;1;2;
1606775952,2600:1700:7C08:3440:34D8:DB21:F0CD:C26E,52115,2607:F8B0:4007:804::200A,443,17,168,628,2,4,1606775952164;1606775952164;1606775952165;1606775952165;1606775952165;1606775952173;,241;73;241;85;83;73;,2;2;2;1;1;2;
1606775952,FE80::718B:908D:5AF7:3D8B,0,FF02::1:FF22:74BA,0,58,72,0,1,0,1606775952675;,72;,1;
1606775953,2600:1700:7C08:3440:34D8:DB21:F0CD:C26E,59304,2607:F8B0:4007:80C::200E,443,6,61,72,1,1,1606775953866;1606775953873;,61;72;,1;2;
1606775954,192.168.1.74,59438,54.149.94.178,443,6,98,40,1,1,1606775954387;1606775954518;,98;40;,1;2;
